cohort_year,days_since_first_purchase,purchase_year,num_customers,total_revenue,revenue_per_customer
2015,634,2016,1,5916.37,5916.37
2015,654,2016,1,19394.51,19394.51
2015,665,2016,2,5247.01,2623.50
2015,681,2016,1,44.99,44.99
2015,688,2016,1,3953.09,3953.09
2015,413,2017,1,8123.41,8123.41
2015,416,2017,1,2954.54,2954.54
2015,421,2017,1,3262.95,3262.95
2015,426,2017,1,254.99,254.99
2015,434,2017,1,931.65,931.65
2015,447,2017,1,8276.53,8276.53
2015,464,2017,1,3448.90,3448.90
2015,469,2017,2,2800.77,1400.39
2015,476,2017,1,772.64,772.64
2015,489,2017,1,5517.52,5517.52
2015,495,2017,1,6405.40,6405.40
2015,510,2017,1,801.73,801.73
2015,514,2017,1,12353.66,12353.66
2015,516,2017,1,223.42,223.42
2015,525,2017,1,1184.35,1184.35
2015,526,2017,1,1271.36,1271.36
2015,528,2017,1,9361.05,9361.05
2015,537,2017,1,4977.42,4977.42
2015,549,2017,1,31.79,31.79
2015,551,2017,1,2830.98,2830.98
2015,553,2017,1,5266.39,5266.39
2015,556,2017,1,2901.98,2901.98
2015,568,2017,1,196.80,196.80
2015,570,2017,1,3573.10,3573.10
2015,585,2017,1,5231.64,5231.64
2015,586,2017,1,759.63,759.63
2015,589,2017,1,415.89,415.89
2015,592,2017,2,673.70,336.85
2015,593,2017,1,1910.48,1910.48
2015,598,2017,1,6765.35,6765.35
2015,603,2017,1,1135.70,1135.70
2015,608,2017,1,1398.39,1398.39
2015,614,2017,1,1565.95,1565.95
2015,620,2017,1,6257.94,6257.94
2015,621,2017,1,1024.68,1024.68
2015,624,2017,1,1966.77,1966.77
2015,633,2017,1,4232.17,4232.17
2015,634,2017,2,36717.73,18358.86
2015,636,2017,1,5231.64,5231.64
2015,638,2017,1,22052.20,22052.20
2015,644,2017,1,6960.25,6960.25
2015,648,2017,1,1000.80,1000.80
2015,649,2017,1,19040.93,19040.93
2015,659,2017,1,2752.65,2752.65
2015,663,2017,1,1044.67,1044.67
2015,667,2017,2,40770.88,20385.44
2015,670,2017,2,333.34,166.67
2015,675,2017,1,530.42,530.42
2015,678,2017,1,2399.00,2399.00
2015,687,2017,1,2695.10,2695.10
2015,693,2017,1,649.75,649.75
2015,694,2017,1,4042.37,4042.37
2015,695,2017,1,448.84,448.84
2015,696,2017,1,3965.03,3965.03
2015,697,2017,1,593.34,593.34
2015,698,2017,1,2500.05,2500.05
2015,699,2017,1,1527.81,1527.81
2015,700,2017,1,43.23,43.23
2015,705,2017,2,176.46,88.23
2015,708,2017,1,674.88,674.88
2015,712,2017,1,2323.11,2323.11
2015,713,2017,1,11131.50,11131.50
2015,718,2017,1,3277.64,3277.64
2015,719,2017,1,2959.97,2959.97
2015,720,2017,1,5933.21,5933.21
2015,724,2017,1,2031.24,2031.24
2015,725,2017,1,4591.75,4591.75
2015,726,2017,1,66.88,66.88
2015,728,2017,1,3109.18,3109.18
2015,729,2017,1,3043.10,3043.10
2015,731,2017,1,1531.80,1531.80
2015,733,2017,1,2817.89,2817.89
2015,735,2017,1,7076.15,7076.15
2015,742,2017,1,3648.33,3648.33
2015,745,2017,1,11520.67,11520.67
2015,747,2017,1,1628.52,1628.52
2015,750,2017,1,3276.80,3276.80
2015,751,2017,1,1138.81,1138.81
2015,755,2017,1,1370.84,1370.84
2015,760,2017,1,4772.08,4772.08
2015,761,2017,1,270.00,270.00
2015,763,2017,1,4240.96,4240.96
2015,768,2017,1,4631.46,4631.46
2015,771,2017,1,5718.72,5718.72
2015,774,2017,1,28396.32,28396.32
2015,776,2017,1,23.99,23.99
2015,779,2017,1,7380.00,7380.00
2015,780,2017,1,2216.34,2216.34
2015,781,2017,2,9575.38,4787.69
2015,783,2017,1,1335.60,1335.60
2015,784,2017,1,5329.45,5329.45
2015,786,2017,2,5486.01,2743.00
2015,789,2017,1,1545.32,1545.32
2015,791,2017,1,11404.80,11404.80
2015,794,2017,1,299.33,299.33
2015,796,2017,1,3180.97,3180.97
2015,800,2017,1,11.83,11.83
2015,804,2017,1,352.00,352.00
2015,815,2017,1,1066.47,1066.47
2015,819,2017,2,2753.14,1376.57
2015,822,2017,1,1390.00,1390.00
2015,836,2017,1,100.01,100.01
2015,838,2017,1,3483.17,3483.17
2015,844,2017,1,458.39,458.39
2015,849,2017,1,306.04,306.04
2015,850,2017,1,2416.36,2416.36
2015,853,2017,1,1653.45,1653.45
2015,858,2017,1,13012.55,13012.55
2015,863,2017,1,13615.82,13615.82
2015,873,2017,1,5700.32,5700.32
2015,886,2017,1,1609.14,1609.14
2015,895,2017,1,11079.33,11079.33
2015,901,2017,1,42.87,42.87
2015,905,2017,1,9.70,9.70
2015,908,2017,1,2289.73,2289.73
2015,917,2017,1,112.84,112.84
2015,918,2017,1,943.97,943.97
2015,925,2017,1,2302.05,2302.05
2015,930,2017,1,7366.91,7366.91
2015,938,2017,1,999.80,999.80
2015,946,2017,1,2704.31,2704.31
2015,947,2017,2,4332.61,2166.30
2015,954,2017,1,1719.75,1719.75
2015,959,2017,1,610.79,610.79
2015,963,2017,2,6236.57,3118.28
2015,977,2017,1,37.87,37.87
2015,979,2017,1,2721.38,2721.38
2015,980,2017,1,3723.10,3723.10
2015,985,2017,1,218.10,218.10
2015,986,2017,1,6125.62,6125.62
2015,990,2017,1,7343.72,7343.72
2015,1002,2017,1,427.72,427.72
2015,1009,2017,1,658.16,658.16
2015,1018,2017,1,488.80,488.80
2015,1029,2017,3,16153.20,5384.40
2015,1040,2017,1,105.26,105.26
2015,1044,2017,1,37.89,37.89
2015,1051,2017,2,1354.59,677.30
2015,1054,2017,1,8971.38,8971.38
2015,1061,2017,1,1189.07,1189.07
2015,1069,2017,1,424.56,424.56
2015,744,2018,1,8611.70,8611.70
2015,767,2018,1,2410.94,2410.94
2015,768,2018,1,4795.52,4795.52
2015,776,2018,1,2390.85,2390.85
2015,777,2018,1,340.28,340.28
2015,786,2018,1,2364.74,2364.74
2015,789,2018,1,1817.92,1817.92
2015,792,2018,1,2823.59,2823.59
2015,807,2018,1,526.39,526.39
2015,814,2018,1,1263.49,1263.49
2015,822,2018,2,3390.51,1695.26
2015,823,2018,1,99.75,99.75
2015,836,2018,1,475.18,475.18
2015,837,2018,1,198.24,198.24
2015,840,2018,2,8922.74,4461.37
2015,842,2018,1,2958.49,2958.49
2015,849,2018,1,8702.40,8702.40
2015,852,2018,1,2410.94,2410.94
2015,857,2018,1,8478.01,8478.01
2015,858,2018,1,10802.33,10802.33
2015,859,2018,1,417.23,417.23
2015,862,2018,1,2642.14,2642.14
2015,867,2018,1,1126.90,1126.90
2015,871,2018,2,11002.66,5501.33
2015,874,2018,1,10802.33,10802.33
2015,881,2018,1,3178.22,3178.22
2015,882,2018,2,7873.23,3936.62
2015,887,2018,2,3296.68,1648.34
2015,891,2018,2,11706.81,5853.41
2015,893,2018,1,1076.83,1076.83
2015,894,2018,1,2940.67,2940.67
2015,902,2018,2,2420.61,1210.30
2015,903,2018,2,3662.60,1831.30
2015,905,2018,1,407.68,407.68
2015,906,2018,1,11837.96,11837.96
2015,908,2018,1,76.51,76.51
2015,909,2018,2,3091.46,1545.73
2015,910,2018,1,1253.87,1253.87
2015,912,2018,1,189.60,189.60
2015,914,2018,3,4658.82,1552.94
2015,916,2018,1,8485.22,8485.22
2015,918,2018,1,3125.19,3125.19
2015,921,2018,1,10189.98,10189.98
2015,925,2018,1,8.09,8.09
2015,926,2018,1,19.49,19.49
2015,929,2018,1,602.89,602.89
2015,930,2018,2,13582.12,6791.06
2015,931,2018,1,197.98,197.98
2015,936,2018,2,4782.37,2391.18
2015,937,2018,1,2085.10,2085.10
2015,939,2018,3,6258.11,2086.04
2015,940,2018,1,146.77,146.77
2015,942,2018,1,7513.93,7513.93
2015,943,2018,1,6950.63,6950.63
2015,945,2018,2,4452.01,2226.01
2015,949,2018,1,2267.24,2267.24
2015,952,2018,1,104.38,104.38
2015,953,2018,2,5207.85,2603.92
2015,954,2018,1,4011.94,4011.94
2015,959,2018,2,1728.84,864.42
2015,960,2018,2,6679.06,3339.53
2015,961,2018,1,2125.37,2125.37
2015,964,2018,1,305.98,305.98
2015,965,2018,1,2842.07,2842.07
2015,966,2018,1,1013.88,1013.88
2015,968,2018,1,4986.24,4986.24
2015,972,2018,2,3087.05,1543.52
2015,973,2018,1,5355.84,5355.84
2015,975,2018,1,836.00,836.00
2015,981,2018,1,1846.62,1846.62
2015,983,2018,2,17028.97,8514.48
2015,984,2018,1,2347.20,2347.20
2015,986,2018,1,1246.14,1246.14
2015,987,2018,2,2576.91,1288.45
2015,989,2018,2,1501.57,750.78
2015,990,2018,1,3656.53,3656.53
2015,991,2018,1,5228.73,5228.73
2015,995,2018,1,1247.77,1247.77
2015,998,2018,1,3139.95,3139.95
2015,1001,2018,1,421.06,421.06
2015,1004,2018,2,3754.35,1877.18
2015,1007,2018,1,14391.54,14391.54
2015,1008,2018,2,742.30,371.15
2015,1010,2018,1,3470.30,3470.30
2015,1011,2018,1,1709.91,1709.91
2015,1013,2018,2,3498.40,1749.20
2015,1014,2018,2,18413.47,9206.74
2015,1015,2018,1,3349.90,3349.90
2015,1016,2018,2,954.66,477.33
2015,1018,2018,1,3436.99,3436.99
2015,1019,2018,2,949.52,474.76
2015,1030,2018,1,9427.45,9427.45
2015,1031,2018,2,726.89,363.45
2015,1035,2018,1,4.49,4.49
2015,1036,2018,2,4662.38,2331.19
2015,1038,2018,1,518.21,518.21
2015,1042,2018,2,26352.04,13176.02
2015,1043,2018,1,2500.16,2500.16
2015,1045,2018,1,1402.80,1402.80
2015,1046,2018,1,1783.60,1783.60
2015,1048,2018,2,3486.62,1743.31
2015,1050,2018,1,681.18,681.18
2015,1052,2018,1,987.24,987.24
2015,1057,2018,3,6622.67,2207.56
2015,1058,2018,3,15148.67,5049.56
2015,1059,2018,2,2590.51,1295.25
2015,1063,2018,1,3677.63,3677.63
2015,1065,2018,3,3790.54,1263.51
2015,1066,2018,3,17385.28,5795.09
2015,1071,2018,1,340.28,340.28
2015,1074,2018,1,11.88,11.88
2015,1078,2018,2,10134.76,5067.38
2015,1079,2018,2,3154.35,1577.17
2015,1085,2018,1,825.60,825.60
2015,1087,2018,1,4492.11,4492.11
2015,1088,2018,5,32021.21,6404.24
2015,1089,2018,1,653.18,653.18
2015,1090,2018,1,4057.04,4057.04
2015,1092,2018,3,6688.90,2229.63
2015,1094,2018,2,19444.63,9722.32
2015,1095,2018,1,2834.54,2834.54
2015,1096,2018,2,10877.61,5438.80
2015,1097,2018,2,2618.25,1309.13
2015,1103,2018,1,1686.26,1686.26
2015,1104,2018,2,6379.93,3189.97
2015,1105,2018,1,12901.77,12901.77
2015,1106,2018,1,42.93,42.93
2015,1108,2018,1,144.17,144.17
2015,1110,2018,1,2286.24,2286.24
2015,1111,2018,1,5000.80,5000.80
2015,1112,2018,1,9479.20,9479.20
2015,1113,2018,3,11832.39,3944.13
2015,1116,2018,1,2554.44,2554.44
2015,1118,2018,2,4780.53,2390.27
2015,1119,2018,1,1100.62,1100.62
2015,1123,2018,3,10599.27,3533.09
2015,1124,2018,1,872.38,872.38
2015,1126,2018,1,779.48,779.48
2015,1128,2018,1,1527.84,1527.84
2015,1130,2018,1,4043.73,4043.73
2015,1131,2018,2,921.68,460.84
2015,1132,2018,1,1236.13,1236.13
2015,1133,2018,1,8875.59,8875.59
2015,1134,2018,3,9659.82,3219.94
2015,1135,2018,1,3457.67,3457.67
2015,1136,2018,1,3879.80,3879.80
2015,1140,2018,1,14028.79,14028.79
2015,1142,2018,2,13062.37,6531.19
2015,1144,2018,1,2686.99,2686.99
2015,1146,2018,1,6111.44,6111.44
2015,1148,2018,1,1005.89,1005.89
2015,1149,2018,2,3399.16,1699.58
2015,1150,2018,1,478.66,478.66
2015,1151,2018,1,372.89,372.89
2015,1152,2018,2,3235.29,1617.64
2015,1153,2018,1,106.52,106.52
2015,1154,2018,1,6175.23,6175.23
2015,1155,2018,3,15704.67,5234.89
2015,1156,2018,1,817.34,817.34
2015,1161,2018,2,656.32,328.16
2015,1162,2018,2,4834.09,2417.04
2015,1163,2018,1,388.83,388.83
2015,1164,2018,1,19416.55,19416.55
2015,1167,2018,1,349.53,349.53
2015,1168,2018,1,241.06,241.06
2015,1170,2018,2,9530.15,4765.07
2015,1171,2018,1,13609.65,13609.65
2015,1173,2018,2,11207.14,5603.57
2015,1174,2018,2,2401.17,1200.58
2015,1175,2018,2,9851.22,4925.61
2015,1176,2018,1,3794.45,3794.45
2015,1177,2018,3,15958.81,5319.60
2015,1179,2018,1,2107.02,2107.02
2015,1182,2018,1,3191.79,3191.79
2015,1183,2018,3,10762.00,3587.33
2015,1184,2018,1,4868.31,4868.31
2015,1186,2018,2,946.41,473.20
2015,1187,2018,1,6627.62,6627.62
2015,1188,2018,1,2476.79,2476.79
2015,1190,2018,1,1407.11,1407.11
2015,1192,2018,2,11719.16,5859.58
2015,1193,2018,1,1348.73,1348.73
2015,1194,2018,2,1093.91,546.95
2015,1195,2018,1,3169.47,3169.47
2015,1197,2018,1,6742.80,6742.80
2015,1203,2018,1,1519.21,1519.21
2015,1204,2018,1,271.56,271.56
2015,1206,2018,1,230.56,230.56
2015,1207,2018,1,71.24,71.24
2015,1208,2018,1,2554.44,2554.44
2015,1209,2018,1,2359.56,2359.56
2015,1210,2018,1,2126.91,2126.91
2015,1211,2018,2,12519.94,6259.97
2015,1212,2018,1,687.43,687.43
2015,1213,2018,1,817.32,817.32
2015,1216,2018,1,2055.09,2055.09
2015,1218,2018,1,2247.25,2247.25
2015,1219,2018,1,945.98,945.98
2015,1220,2018,2,3998.32,1999.16
2015,1223,2018,1,4885.95,4885.95
2015,1227,2018,2,11747.64,5873.82
2015,1228,2018,2,19142.19,9571.09
2015,1230,2018,1,8154.25,8154.25
2015,1231,2018,1,33.38,33.38
2015,1232,2018,1,3914.19,3914.19
2015,1234,2018,2,8969.09,4484.54
2015,1237,2018,1,6730.59,6730.59
2015,1238,2018,1,3914.19,3914.19
2015,1240,2018,1,1769.07,1769.07
2015,1241,2018,4,8929.22,2232.31
2015,1244,2018,1,6201.91,6201.91
2015,1245,2018,4,16779.48,4194.87
2015,1246,2018,1,192.40,192.40
2015,1249,2018,2,5412.97,2706.49
2015,1250,2018,1,525.69,525.69
2015,1251,2018,1,150.54,150.54
2015,1252,2018,1,3132.99,3132.99
2015,1253,2018,2,166.98,83.49
2015,1256,2018,1,26995.37,26995.37
2015,1259,2018,1,1686.06,1686.06
2015,1261,2018,3,8589.30,2863.10
2015,1264,2018,2,12728.90,6364.45
2015,1265,2018,1,5319.02,5319.02
2015,1266,2018,1,5158.77,5158.77
2015,1269,2018,1,866.20,866.20
2015,1270,2018,2,11313.87,5656.93
2015,1271,2018,1,489.86,489.86
2015,1272,2018,1,3666.60,3666.60
2015,1277,2018,2,12643.94,6321.97
2015,1279,2018,3,44582.45,14860.82
2015,1280,2018,1,7052.05,7052.05
2015,1281,2018,1,172.80,172.80
2015,1282,2018,1,1539.62,1539.62
2015,1284,2018,1,4600.48,4600.48
2015,1287,2018,2,5517.75,2758.87
2015,1289,2018,1,2665.78,2665.78
2015,1290,2018,1,51.51,51.51
2015,1292,2018,1,2945.12,2945.12
2015,1295,2018,2,19761.46,9880.73
2015,1298,2018,1,13753.27,13753.27
2015,1303,2018,1,3251.71,3251.71
2015,1304,2018,1,3459.95,3459.95
2015,1308,2018,1,222.05,222.05
2015,1309,2018,1,405.15,405.15
2015,1316,2018,1,2328.86,2328.86
2015,1319,2018,1,1807.56,1807.56
2015,1326,2018,1,252.96,252.96
2015,1336,2018,1,20934.29,20934.29
2015,1341,2018,1,1334.15,1334.15
2015,1342,2018,1,435.57,435.57
2015,1349,2018,2,884.57,442.28
2015,1350,2018,1,175.62,175.62
2015,1352,2018,1,5210.34,5210.34
2015,1355,2018,1,855.67,855.67
2015,1360,2018,1,2481.83,2481.83
2015,1372,2018,1,3022.93,3022.93
2015,1373,2018,1,2004.56,2004.56
2015,1374,2018,1,909.87,909.87
2015,1378,2018,1,6606.64,6606.64
2015,1381,2018,1,15248.09,15248.09
2015,1382,2018,1,5899.02,5899.02
2015,1384,2018,1,17917.30,17917.30
2015,1386,2018,1,12436.25,12436.25
2015,1389,2018,1,1149.76,1149.76
2015,1390,2018,3,23644.72,7881.57
2015,1400,2018,1,1651.82,1651.82
2015,1410,2018,1,4226.57,4226.57
2015,1412,2018,1,1833.14,1833.14
2015,1422,2018,1,474.11,474.11
2015,1425,2018,1,1126.68,1126.68
2015,1456,2018,1,292.29,292.29
2015,1102,2019,1,51.15,51.15
2015,1115,2019,1,2402.35,2402.35
2015,1119,2019,1,6393.79,6393.79
2015,1129,2019,1,455.73,455.73
2015,1130,2019,1,62.10,62.10
2015,1131,2019,1,401.73,401.73
2015,1158,2019,1,384.46,384.46
2015,1164,2019,1,3144.55,3144.55
2015,1165,2019,1,3488.32,3488.32
2015,1167,2019,1,56.54,56.54
2015,1168,2019,1,16.18,16.18
2015,1172,2019,1,20553.64,20553.64
2015,1176,2019,1,6013.75,6013.75
2015,1177,2019,2,23410.28,11705.14
2015,1179,2019,1,2369.72,2369.72
2015,1182,2019,1,1126.23,1126.23
2015,1183,2019,1,77.88,77.88
2015,1191,2019,1,2048.35,2048.35
2015,1192,2019,2,1794.79,897.40
2015,1193,2019,1,1166.43,1166.43
2015,1195,2019,2,5433.18,2716.59
2015,1197,2019,1,2048.35,2048.35
2015,1198,2019,1,1187.73,1187.73
2015,1202,2019,1,317.22,317.22
2015,1204,2019,2,3879.30,1939.65
2015,1205,2019,1,1079.80,1079.80
2015,1214,2019,1,860.94,860.94
2015,1216,2019,1,4433.65,4433.65
2015,1218,2019,2,3370.22,1685.11
2015,1222,2019,1,624.53,624.53
2015,1223,2019,2,25753.13,12876.56
2015,1224,2019,1,2510.00,2510.00
2015,1229,2019,1,36352.80,36352.80
2015,1230,2019,2,10327.39,5163.70
2015,1231,2019,1,3826.86,3826.86
2015,1234,2019,1,4713.82,4713.82
2015,1236,2019,1,5332.32,5332.32
2015,1237,2019,1,9340.84,9340.84
2015,1238,2019,1,21588.15,21588.15
2015,1239,2019,2,39686.26,19843.13
2015,1241,2019,1,4563.11,4563.11
2015,1242,2019,1,3284.75,3284.75
2015,1243,2019,1,1846.82,1846.82
2015,1244,2019,1,26294.57,26294.57
2015,1246,2019,1,1042.19,1042.19
2015,1249,2019,2,1518.47,759.23
2015,1253,2019,1,2820.81,2820.81
2015,1254,2019,1,1101.92,1101.92
2015,1260,2019,1,196.19,196.19
2015,1263,2019,1,4962.60,4962.60
2015,1264,2019,2,24133.80,12066.90
2015,1267,2019,1,3067.58,3067.58
2015,1269,2019,1,4.80,4.80
2015,1271,2019,1,1808.66,1808.66
2015,1277,2019,1,734.33,734.33
2015,1279,2019,1,58.90,58.90
2015,1281,2019,1,3163.65,3163.65
2015,1282,2019,1,30.26,30.26
2015,1284,2019,1,11238.12,11238.12
2015,1285,2019,1,19605.51,19605.51
2015,1288,2019,1,2822.57,2822.57
2015,1290,2019,1,45.02,45.02
2015,1292,2019,1,2675.34,2675.34
2015,1294,2019,1,20553.64,20553.64
2015,1295,2019,1,31.97,31.97
2015,1296,2019,1,1964.16,1964.16
2015,1298,2019,1,714.40,714.40
2015,1300,2019,2,4645.46,2322.73
2015,1303,2019,1,4359.27,4359.27
2015,1304,2019,1,6080.17,6080.17
2015,1305,2019,2,3723.56,1861.78
2015,1306,2019,2,3154.16,1577.08
2015,1307,2019,2,3821.64,1910.82
2015,1308,2019,1,3581.80,3581.80
2015,1309,2019,1,1936.50,1936.50
2015,1310,2019,1,461.05,461.05
2015,1311,2019,2,8669.69,4334.85
2015,1312,2019,1,2873.87,2873.87
2015,1315,2019,2,1081.02,540.51
2015,1316,2019,1,491.84,491.84
2015,1317,2019,1,2578.30,2578.30
2015,1318,2019,1,427.93,427.93
2015,1319,2019,1,2602.44,2602.44
2015,1321,2019,2,7755.77,3877.89
2015,1323,2019,1,9366.93,9366.93
2015,1325,2019,1,25680.38,25680.38
2015,1326,2019,2,4269.34,2134.67
2015,1328,2019,1,8.09,8.09
2015,1329,2019,1,4109.87,4109.87
2015,1330,2019,1,1298.08,1298.08
2015,1331,2019,1,3276.00,3276.00
2015,1333,2019,2,11367.99,5683.99
2015,1334,2019,2,33782.02,16891.01
2015,1335,2019,1,3278.13,3278.13
2015,1336,2019,3,2178.67,726.22
2015,1340,2019,3,15917.62,5305.87
2015,1341,2019,2,7601.47,3800.73
2015,1342,2019,2,2760.30,1380.15
2015,1343,2019,2,9489.58,4744.79
2015,1344,2019,1,1256.37,1256.37
2015,1345,2019,1,4917.40,4917.40
2015,1348,2019,2,897.98,448.99
2015,1351,2019,1,1285.51,1285.51
2015,1352,2019,3,24144.40,8048.13
2015,1353,2019,2,4950.42,2475.21
2015,1356,2019,1,425.92,425.92
2015,1358,2019,1,72.31,72.31
2015,1359,2019,1,22237.85,22237.85
2015,1362,2019,1,10651.14,10651.14
2015,1363,2019,2,7268.54,3634.27
2015,1366,2019,1,530.93,530.93
2015,1368,2019,1,2155.62,2155.62
2015,1370,2019,1,1375.28,1375.28
2015,1371,2019,1,8753.97,8753.97
2015,1374,2019,2,3160.84,1580.42
2015,1375,2019,2,28954.31,14477.15
2015,1377,2019,1,1936.50,1936.50
2015,1378,2019,1,541.68,541.68
2015,1379,2019,2,892.91,446.46
2015,1380,2019,2,6621.66,3310.83
2015,1381,2019,1,45.87,45.87
